threshold,fpr,fnr
0.99274290,0.02807278,0.92307692
0.99274111,0.02808242,0.92307692
0.99273878,0.02809205,0.92307692
0.99273789,0.02810169,0.92307692
0.99273735,0.02811133,0.92307692
0.99273705,0.02812096,0.92307692
0.99273336,0.02813060,0.92307692
0.99272907,0.02814024,0.92307692
0.99272859,0.02814988,0.92307692
0.99272680,0.02815951,0.92307692
0.99272668,0.02816915,0.92307692
0.99272645,0.02817879,0.92307692
0.99272341,0.02818842,0.92307692
0.99271894,0.02819806,0.92307692
0.99271750,0.02820770,0.92307692
0.99271744,0.02821734,0.92307692
0.99271417,0.02822697,0.92307692
0.99271202,0.02823661,0.92307692
0.99270928,0.02824625,0.92307692
0.99270892,0.02825588,0.92307692
0.99270606,0.02826552,0.92307692
0.99270427,0.02827516,0.92307692
0.99270183,0.02828479,0.92307692
0.99270016,0.02829443,0.92307692
0.99269962,0.02830407,0.92307692
0.99269807,0.02831371,0.92307692
0.99269497,0.02832334,0.92307692
0.99268758,0.02833298,0.92307692
0.99268574,0.02834262,0.92307692
0.99268407,0.02835225,0.92307692
0.99268079,0.02836189,0.92307692
0.99267882,0.02837153,0.92307692
0.99267834,0.02838117,0.92307692
0.99267721,0.02839080,0.92307692
0.99267387,0.02840044,0.92307692
0.99267375,0.02841008,0.92307692
0.99267250,0.02841971,0.92307692
0.99267215,0.02842935,0.92307692
0.99267209,0.02843899,0.92307692
0.99266922,0.02844862,0.92307692
0.99266642,0.02845826,0.92307692
0.99266601,0.02846790,0.92307692
0.99266565,0.02847754,0.92307692
0.99266130,0.02848717,0.92307692
0.99266064,0.02849681,0.92307692
0.99265826,0.02850645,0.92307692
0.99265718,0.02851608,0.92307692
0.99265647,0.02852572,0.92307692
0.99265599,0.02853536,0.92307692
0.99265397,0.02854500,0.92307692
0.99265295,0.02855463,0.92307692
0.99265260,0.02856427,0.92307692
0.99265182,0.02857391,0.92307692
0.99265146,0.02858354,0.92307692
0.99264944,0.02859318,0.92307692
0.99263847,0.02860282,0.92307692
0.99263817,0.02861245,0.92307692
0.99263489,0.02862209,0.92307692
0.99263477,0.02863173,0.92307692
0.99262822,0.02864137,0.92307692
0.99262744,0.02865100,0.92307692
0.99262559,0.02866064,0.92307692
0.99262345,0.02867028,0.92307692
0.99262238,0.02867991,0.92307692
0.99262154,0.02868955,0.92307692
0.99262077,0.02869919,0.92307692
0.99262071,0.02870883,0.92307692
0.99261677,0.02871846,0.92307692
0.99261642,0.02872810,0.92307692
0.99261612,0.02873774,0.92307692
0.99261475,0.02874737,0.92307692
0.99261391,0.02875701,0.92307692
0.99261034,0.02876665,0.92307692
0.99260902,0.02877629,0.92307692
0.99260849,0.02878592,0.92307692
0.99260783,0.02879556,0.92307692
0.99260592,0.02880520,0.92307692
0.99260247,0.02881483,0.92307692
0.99260181,0.02882447,0.92307692
0.99260032,0.02883411,0.92307692
0.99259901,0.02884374,0.92307692
0.99259841,0.02885338,0.92307692
0.99259806,0.02886302,0.92307692
0.99259651,0.02887266,0.92307692
0.99259275,0.02888229,0.92307692
0.99258935,0.02889193,0.92307692
0.99258733,0.02890157,0.92307692
0.99258709,0.02891120,0.92307692
0.99258643,0.02892084,0.92307692
0.99258608,0.02893048,0.92307692
0.99258542,0.02894012,0.92307692
0.99258435,0.02894975,0.92307692
0.99258327,0.02895939,0.92307692
0.99258250,0.02896903,0.92307692
0.99258208,0.02897866,0.92307692
0.99258167,0.02898830,0.92307692
0.99257970,0.02899794,0.92307692
0.99257565,0.02900757,0.92307692
0.99257439,0.02901721,0.92307692
0.99257332,0.02902685,0.92307692
0.99257314,0.02903649,0.92307692
0.99257261,0.02904612,0.92307692
0.99257171,0.02906540,0.92307692
0.99257135,0.02907503,0.92307692
0.99256831,0.02908467,0.92307692
0.99256182,0.02909431,0.92307692
0.99256051,0.02910395,0.92307692
0.99255788,0.02911358,0.92307692
0.99255586,0.02912322,0.92307692
0.99255121,0.02913286,0.92307692
0.99254340,0.02914249,0.92307692
0.99254072,0.02915213,0.92307692
0.99254024,0.02916177,0.92307692
0.99253309,0.02917140,0.92307692
0.99253047,0.02919068,0.92307692
0.99252737,0.02920032,0.92307692
0.99252439,0.02920995,0.92307692
0.99252224,0.02921959,0.92307692
0.99251986,0.02922923,0.92307692
0.99251854,0.02923886,0.92307692
0.99251664,0.02924850,0.92307692
0.99251640,0.02925814,0.92307692
0.99251235,0.02926778,0.92307692
0.99250913,0.02927741,0.92307692
0.99250787,0.02928705,0.92307692
0.99250770,0.02929669,0.92307692
0.99250609,0.02930632,0.92307692
0.99250460,0.02931596,0.92307692
0.99250388,0.02932560,0.92307692
0.99250340,0.02933524,0.92307692
0.99250251,0.02934487,0.92307692
0.99250168,0.02935451,0.92307692
0.99250138,0.02936415,0.92307692
0.99249935,0.02937378,0.92307692
0.99249768,0.02938342,0.92307692
0.99249637,0.02939306,0.92307692
0.99249625,0.02940269,0.92307692
0.99249268,0.02941233,0.92307692
0.99249256,0.02942197,0.92307692
0.99249017,0.02943161,0.92307692
0.99248886,0.02944124,0.92307692
0.99248874,0.02945088,0.92307692
0.99248296,0.02946052,0.92307692
0.99248290,0.02947015,0.92307692
0.99247992,0.02947979,0.92307692
0.99247855,0.02948943,0.92307692
0.99247468,0.02949907,0.92307692
0.99247372,0.02950870,0.92307692
0.99247324,0.02951834,0.92307692
0.99247158,0.02952798,0.92307692
0.99247068,0.02953761,0.92307692
0.99246657,0.02954725,0.92307692
0.99246573,0.02955689,0.92307692
0.99246490,0.02956652,0.92307692
0.99246347,0.02957616,0.92307692
0.99246073,0.02958580,0.92307692
0.99245822,0.02959544,0.92307692
0.99245602,0.02960507,0.92307692
0.99245065,0.02961471,0.92307692
0.99244952,0.02962435,0.92307692
0.99244875,0.02963398,0.92307692
0.99244368,0.02964362,0.92307692
0.99244195,0.02965326,0.92307692
0.99244118,0.02966290,0.92307692
0.99244010,0.02968217,0.92307692
0.99243939,0.02969181,0.92307692
0.99243867,0.02970144,0.92307692
0.99243766,0.02971108,0.92307692
0.99243712,0.02972072,0.92307692
0.99243438,0.02973999,0.92307692
0.99242675,0.02974963,0.92307692
0.99242485,0.02975927,0.92307692
0.99242389,0.02976890,0.92307692
0.99242282,0.02977854,0.92307692
0.99241632,0.02978818,0.92307692
0.99241549,0.02980745,0.92307692
0.99241412,0.02981709,0.92307692
0.99241149,0.02982673,0.92307692
0.99240381,0.02983636,0.92307692
0.99240279,0.02984600,0.92307692
0.99239743,0.02985564,0.92307692
0.99239624,0.02986527,0.92307692
0.99239600,0.02987491,0.92307692
0.99239260,0.02988455,0.92307692
0.99238884,0.02989418,0.92307692
0.99238855,0.02990382,0.92307692
0.99238801,0.02991346,0.92307692
0.99238610,0.02992310,0.92307692
0.99238539,0.02993273,0.92307692
0.99238461,0.02994237,0.92307692
0.99238300,0.02995201,0.92307692
0.99238265,0.02996164,0.92307692
0.99238133,0.02997128,0.92307692
0.99237698,0.02998092,0.92307692
0.99237633,0.02999056,0.92307692
0.99237579,0.03000019,0.92307692
0.99237418,0.03001947,0.92307692
0.99237216,0.03002910,0.92307692
0.99237174,0.03003874,0.92307692
0.99237037,0.03004838,0.92307692
0.99237019,0.03005802,0.92307692
0.99236947,0.03006765,0.92307692
0.99236852,0.03007729,0.92307692
0.99236751,0.03008693,0.92307692
0.99236739,0.03009656,0.92307692
0.99236661,0.03010620,0.92307692
0.99236554,0.03011584,0.92307692
0.99236411,0.03012547,0.92307692
0.99236393,0.03013511,0.92307692
0.99236357,0.03014475,0.92307692
0.99236304,0.03015439,0.92307692
0.99236238,0.03016402,0.92307692
0.99236226,0.03017366,0.92307692
0.99236214,0.03018330,0.92307692
0.99235868,0.03019293,0.92307692
0.99235684,0.03020257,0.92307692
0.99235487,0.03021221,0.92307692
0.99235386,0.03022185,0.92307692
0.99235368,0.03023148,0.92307692
0.99235290,0.03024112,0.92307692
0.99235249,0.03025076,0.92307692
0.99234796,0.03026039,0.92307692
0.99234772,0.03027003,0.92307692
0.99234641,0.03028930,0.92307692
0.99234247,0.03029894,0.92307692
0.99234086,0.03030858,0.92307692
0.99234080,0.03031822,0.92307692
0.99233973,0.03032785,0.92307692
0.99233913,0.03033749,0.92307692
0.99233747,0.03034713,0.92307692
0.99233484,0.03035676,0.92307692
0.99233228,0.03036640,0.92307692
0.99233210,0.03037604,0.92307692
0.99233097,0.03038568,0.92307692
0.99233025,0.03039531,0.92307692
0.99232817,0.03040495,0.92307692
0.99232757,0.03041459,0.92307692
0.99232048,0.03042422,0.92307692
0.99231935,0.03043386,0.92307692
0.99231571,0.03044350,0.92307692
0.99231172,0.03045313,0.92307692
0.99231100,0.03046277,0.92307692
0.99230891,0.03047241,0.92307692
0.99230629,0.03048205,0.92307692
0.99230027,0.03050132,0.92307692
0.99230015,0.03051096,0.92307692
0.99229836,0.03052059,0.92307692
0.99229515,0.03053023,0.92307692
0.99229276,0.03053987,0.92307692
0.99229252,0.03054951,0.92307692
0.99228823,0.03055914,0.92307692
0.99228394,0.03056878,0.92307692
0.99228376,0.03057842,0.92307692
0.99227577,0.03058805,0.92307692
0.99227518,0.03059769,0.92307692
0.99227506,0.03060733,0.92307692
0.99227494,0.03061697,0.92307692
0.99227226,0.03062660,0.92307692
0.99226725,0.03063624,0.92307692
0.99226642,0.03064588,0.92307692
0.99226582,0.03065551,0.92307692
0.99226403,0.03066515,0.92307692
0.99226391,0.03067479,0.92307692
0.99226058,0.03068442,0.92307692
0.99225789,0.03069406,0.92307692
0.99225342,0.03070370,0.92307692
0.99224901,0.03071334,0.92307692
0.99224854,0.03072297,0.92307692
0.99224687,0.03073261,0.92307692
0.99223971,0.03074225,0.92307692
0.99223882,0.03075188,0.92307692
0.99223745,0.03076152,0.92307692
0.99223489,0.03077116,0.92307692
0.99222970,0.03078080,0.92307692
0.99222326,0.03079043,0.92307692
0.99221969,0.03080007,0.92307692
0.99221134,0.03080971,0.92307692
0.99220920,0.03081934,0.92307692
0.99220490,0.03082898,0.92307692
0.99220455,0.03083862,0.92307692
0.99220419,0.03084825,0.92307692
0.99220324,0.03085789,0.92307692
0.99220091,0.03086753,0.92307692
0.99219996,0.03087717,0.92307692
0.99219877,0.03088680,0.92307692
0.99219644,0.03089644,0.92307692
0.99219632,0.03090608,0.92307692
0.99219465,0.03091571,0.92307692
0.99219322,0.03092535,0.92307692
0.99219203,0.03093499,0.92307692
0.99218994,0.03094463,0.92307692
0.99218869,0.03095426,0.92307692
0.99218595,0.03096390,0.92307692
0.99218333,0.03097354,0.92307692
0.99217653,0.03098317,0.92307692
0.99217045,0.03099281,0.92307692
0.99216956,0.03100245,0.92307692
0.99216896,0.03101208,0.92307692
0.99216622,0.03102172,0.92307692
0.99216574,0.03103136,0.92307692
0.99216473,0.03104100,0.92307692
0.99215984,0.03105063,0.92307692
0.99215782,0.03106027,0.92307692
0.99215722,0.03106991,0.92307692
0.99215639,0.03107954,0.92307692
0.99215388,0.03108918,0.92307692
0.99215043,0.03109882,0.92307692
0.99214542,0.03110846,0.92307692
0.99214339,0.03111809,0.92307692
0.99213415,0.03112773,0.92307692
0.99213314,0.03113737,0.92307692
0.99213243,0.03114700,0.92307692
0.99213004,0.03115664,0.92307692
0.99212897,0.03117592,0.92307692
0.99212795,0.03118555,0.92307692
0.99212718,0.03119519,0.92307692
0.99212277,0.03120483,0.92307692
0.99212193,0.03121446,0.92307692
0.99211997,0.03122410,0.92307692
0.99211681,0.03123374,0.92307692
0.99211347,0.03124337,0.92307692
0.99211180,0.03125301,0.92307692
0.99211133,0.03126265,0.92307692
0.99210656,0.03127229,0.92307692
0.99210584,0.03128192,0.92307692
0.99210554,0.03129156,0.92307692
0.99210548,0.03130120,0.92307692
0.99210525,0.03131083,0.92307692
0.99210393,0.03132047,0.92307692
0.99210119,0.03133975,0.92307692
0.99210078,0.03134938,0.92307692
0.99210000,0.03135902,0.92307692
0.99209952,0.03136866,0.92307692
0.99209833,0.03137829,0.92307692
0.99209630,0.03138793,0.92307692
0.99209249,0.03139757,0.92307692
0.99209225,0.03140720,0.92307692
0.99208987,0.03141684,0.92307692
0.99208832,0.03142648,0.92307692
0.99208760,0.03144575,0.92307692
0.99208754,0.03145539,0.92307692
0.99208635,0.03146503,0.92307692
0.99208367,0.03147466,0.92307692
0.99207985,0.03148430,0.92307692
0.99207759,0.03149394,0.92307692
0.99207699,0.03150358,0.92307692
0.99207664,0.03151321,0.92307692
0.99207366,0.03152285,0.92307692
0.99207258,0.03153249,0.92307692
0.99207228,0.03154212,0.92307692
0.99207151,0.03155176,0.92307692
0.99206924,0.03156140,0.92307692
0.99206913,0.03157103,0.92307692
0.99206769,0.03158067,0.92307692
0.99206734,0.03159031,0.92307692
0.99206591,0.03159995,0.92307692
0.99206245,0.03160958,0.92307692
0.99206233,0.03161922,0.92307692
0.99206197,0.03162886,0.92307692
0.99206138,0.03163849,0.92307692
0.99205828,0.03164813,0.92307692
0.99205822,0.03165777,0.92307692
0.99205780,0.03166741,0.92307692
0.99205565,0.03167704,0.92307692
0.99205214,0.03168668,0.92307692
0.99205124,0.03169632,0.92307692
0.99205005,0.03170595,0.92307692
0.99204987,0.03171559,0.92307692
0.99204803,0.03172523,0.92307692
0.99204278,0.03173486,0.92307692
0.99203908,0.03174450,0.92307692
0.99203885,0.03175414,0.92307692
0.99203849,0.03176378,0.92307692
0.99203587,0.03177341,0.92307692
0.99203455,0.03178305,0.92307692
0.99203420,0.03179269,0.92307692
0.99203241,0.03180232,0.92307692
0.99203146,0.03181196,0.92307692
0.99203044,0.03182160,0.92307692
0.99202794,0.03183124,0.92307692
0.99202538,0.03184087,0.92307692
0.99202394,0.03185051,0.92307692
0.99202132,0.03186015,0.92307692
0.99201977,0.03186978,0.92307692
0.99201667,0.03187942,0.92307692
0.99201620,0.03188906,0.92307692
0.99201477,0.03189870,0.92307692
0.99200761,0.03190833,0.92307692
0.99200296,0.03191797,0.92307692
0.99200141,0.03192761,0.92307692
0.99199975,0.03193724,0.92307692
0.99199873,0.03194688,0.92307692
0.99199820,0.03195652,0.92307692
0.99199796,0.03196615,0.92307692
0.99199587,0.03197579,0.92307692
0.99199557,0.03198543,0.92307692
0.99199545,0.03199507,0.92307692
0.99199402,0.03200470,0.92307692
0.99199116,0.03201434,0.92307692
0.99198854,0.03202398,0.92307692
0.99198562,0.03203361,0.92307692
0.99198318,0.03204325,0.92307692
0.99197996,0.03205289,0.92307692
0.99197924,0.03206253,0.92307692
0.99197823,0.03207216,0.92307692
0.99197400,0.03208180,0.92307692
0.99197352,0.03209144,0.92307692
0.99196994,0.03210107,0.92307692
0.99196595,0.03211071,0.92307692
0.99196547,0.03212035,0.92307692
0.99196512,0.03212998,0.92307692
0.99196506,0.03213962,0.92307692
0.99196494,0.03214926,0.92307692
0.99196398,0.03215890,0.92307692
0.99196243,0.03216853,0.92307692
0.99195898,0.03217817,0.92307692
0.99195760,0.03218781,0.92307692
0.99195743,0.03219744,0.92307692
0.99195480,0.03220708,0.92307692
0.99195313,0.03221672,0.92307692
0.99194950,0.03222636,0.92307692
0.99194872,0.03223599,0.92307692
0.99194664,0.03224563,0.92307692
0.99194592,0.03225527,0.92307692
0.99194413,0.03226490,0.92307692
0.99194020,0.03227454,0.92307692
0.99193925,0.03228418,0.92307692
0.99193490,0.03229381,0.92307692
0.99193114,0.03230345,0.92307692
0.99192858,0.03231309,0.92307692
0.99192786,0.03232273,0.92307692
0.99192750,0.03233236,0.92307692
0.99192744,0.03234200,0.92307692
0.99192554,0.03235164,0.92307692
0.99192178,0.03236127,0.92307692
0.99192142,0.03237091,0.92307692
0.99191976,0.03238055,0.92307692
0.99191326,0.03239019,0.92307692
0.99191105,0.03239982,0.92307692
0.99190903,0.03240946,0.92307692
0.99190795,0.03241910,0.92307692
0.99190748,0.03242873,0.92307692
0.99190706,0.03243837,0.92307692
0.99190557,0.03244801,0.92307692
0.99190485,0.03245765,0.92307692
0.99190331,0.03246728,0.92307692
0.99189842,0.03247692,0.92307692
0.99189675,0.03248656,0.92307692
0.99189222,0.03249619,0.92307692
0.99189126,0.03250583,0.92307692
0.99189121,0.03251547,0.92307692
0.99188960,0.03252510,0.92307692
0.99188763,0.03253474,0.92307692
0.99188757,0.03254438,0.92307692
0.99188071,0.03255402,0.92307692
0.99188006,0.03256365,0.92307692
0.99187940,0.03257329,0.92307692
0.99187833,0.03258293,0.92307692
0.99187446,0.03259256,0.92307692
0.99187392,0.03260220,0.92307692
0.99187350,0.03261184,0.92307692
0.99187100,0.03262148,0.92307692
0.99187052,0.03263111,0.92307692
0.99187011,0.03264075,0.92307692
0.99186885,0.03265039,0.92307692
0.99186754,0.03266002,0.92307692
0.99186230,0.03267930,0.92307692
0.99185795,0.03268893,0.92307692
0.99185789,0.03269857,0.92307692
0.99185497,0.03270821,0.92307692
0.99185455,0.03271785,0.92307692
0.99185413,0.03272748,0.92307692
0.99185258,0.03273712,0.92307692
0.99185228,0.03274676,0.92307692
0.99185216,0.03275639,0.92307692
0.99185085,0.03276603,0.92307692
0.99185050,0.03277567,0.92307692
0.99184573,0.03278531,0.92307692
0.99184179,0.03279494,0.92307692
0.99183905,0.03280458,0.92307692
0.99183887,0.03281422,0.92307692
0.99183607,0.03282385,0.92307692
0.99183512,0.03283349,0.92307692
0.99183160,0.03284313,0.92307692
0.99182928,0.03285276,0.92307692
0.99182916,0.03286240,0.92307692
0.99182421,0.03287204,0.92307692
0.99182349,0.03288168,0.92307692
0.99181974,0.03289131,0.92307692
0.99181896,0.03290095,0.92307692
0.99181736,0.03291059,0.92307692
0.99181497,0.03292022,0.92307692
0.99181390,0.03292986,0.92307692
0.99181294,0.03293950,0.92307692
0.99181139,0.03294914,0.92307692
0.99180377,0.03295877,0.92307692
0.99180263,0.03296841,0.92307692
0.99180257,0.03297805,0.92307692
0.99179900,0.03298768,0.92307692
0.99179566,0.03299732,0.92307692
0.99179459,0.03300696,0.92307692
0.99179411,0.03301660,0.92307692
0.99179220,0.03302623,0.92307692
0.99179131,0.03303587,0.92307692
0.99179113,0.03304551,0.92307692
0.99178863,0.03305514,0.92307692
0.99178672,0.03306478,0.92307692
0.99178433,0.03307442,0.92307692
0.99177933,0.03308405,0.92307692
0.99177718,0.03309369,0.92307692
0.99177694,0.03310333,0.92307692
0.99177575,0.03311297,0.92307692
0.99177504,0.03312260,0.92307692
0.99177146,0.03313224,0.92307692
0.99177116,0.03314188,0.92307692
0.99177074,0.03315151,0.92307692
0.99176651,0.03316115,0.92307692
0.99176556,0.03317079,0.92307692
0.99176323,0.03318043,0.92307692
0.99176240,0.03319006,0.92307692
0.99176180,0.03319970,0.92307692
0.99175549,0.03320934,0.92307692
0.99175406,0.03321897,0.92307692
0.99174869,0.03322861,0.92307692
0.99174833,0.03323825,0.92307692
0.99174690,0.03324788,0.92307692
0.99174678,0.03325752,0.92307692
0.99174666,0.03326716,0.92307692
0.99174345,0.03327680,0.92307692
0.99173653,0.03328643,0.92307692
0.99173367,0.03329607,0.92307692
0.99173355,0.03330571,0.92307692
0.99173152,0.03331534,0.92307692
0.99173117,0.03332498,0.92307692
0.99172664,0.03333462,0.92307692
0.99172336,0.03334426,0.92307692
0.99171937,0.03335389,0.92307692
0.99171495,0.03336353,0.92307692
0.99171191,0.03337317,0.92307692
0.99170524,0.03338280,0.92307692
0.99170345,0.03339244,0.92307692
0.99170059,0.03340208,0.92307692
0.99169958,0.03341171,0.92307692
0.99169791,0.03342135,0.92307692
0.99169719,0.03343099,0.92307692
0.99169326,0.03344063,0.92307692
0.99169183,0.03345026,0.92307692
0.99169081,0.03345990,0.92307692
0.99169075,0.03346954,0.92307692
0.99168873,0.03347917,0.92307692
0.99168414,0.03348881,0.92307692
0.99168217,0.03349845,0.92307692
0.99168110,0.03350809,0.92307692
0.99167931,0.03351772,0.92307692
0.99167740,0.03352736,0.92307692
0.99167728,0.03352736,0.92011834
0.99167556,0.03353700,0.92011834
0.99167418,0.03354663,0.92011834
0.99166858,0.03355627,0.92011834
0.99166381,0.03356591,0.92011834
0.99165899,0.03357554,0.92011834
0.99165761,0.03358518,0.92011834
0.99165720,0.03359482,0.92011834
0.99165708,0.03360446,0.92011834
0.99165380,0.03361409,0.92011834
0.99165267,0.03362373,0.92011834
0.99165034,0.03363337,0.92011834
0.99164605,0.03364300,0.92011834
0.99164546,0.03365264,0.92011834
0.99164379,0.03366228,0.92011834
0.99164307,0.03367192,0.92011834
0.99164265,0.03368155,0.92011834
0.99164069,0.03369119,0.92011834
0.99163938,0.03370083,0.92011834
0.99163866,0.03371046,0.92011834
0.99163818,0.03372010,0.92011834
0.99163789,0.03372974,0.92011834
0.99163574,0.03373938,0.92011834
0.99163473,0.03374901,0.92011834
0.99163157,0.03375865,0.92011834
0.99163043,0.03376829,0.92011834
0.99162924,0.03377792,0.92011834
0.99162614,0.03378756,0.92011834
0.99161887,0.03379720,0.92011834
0.99161512,0.03380683,0.92011834
0.99161446,0.03381647,0.92011834
0.99161309,0.03382611,0.92011834
0.99161243,0.03383575,0.92011834
0.99161196,0.03384538,0.92011834
0.99161071,0.03385502,0.92011834
0.99161053,0.03386466,0.92011834
0.99160773,0.03387429,0.92011834
0.99160123,0.03388393,0.92011834
0.99159324,0.03389357,0.92011834
0.99159288,0.03390321,0.92011834
0.99159217,0.03391284,0.92011834
0.99159157,0.03392248,0.92011834
0.99159050,0.03393212,0.92011834
0.99158710,0.03394175,0.92011834
0.99158704,0.03395139,0.92011834
0.99158484,0.03396103,0.92011834
0.99158275,0.03397066,0.92011834
0.99158090,0.03398030,0.92011834
0.99158037,0.03398994,0.92011834
0.99157822,0.03399958,0.92011834
0.99157214,0.03400921,0.92011834
0.99156874,0.03401885,0.92011834
0.99156123,0.03402849,0.92011834
0.99156052,0.03403812,0.92011834
0.99155998,0.03404776,0.92011834
0.99155492,0.03405740,0.92011834
0.99155486,0.03406704,0.92011834
0.99155420,0.03407667,0.92011834
0.99155378,0.03407667,0.91715976
0.99155295,0.03408631,0.91715976
0.99155283,0.03409595,0.91715976
0.99155152,0.03410558,0.91715976
0.99154574,0.03411522,0.91715976
0.99154377,0.03412486,0.91715976
0.99154174,0.03413449,0.91715976
0.99154162,0.03414413,0.91715976
0.99153852,0.03415377,0.91715976
0.99153709,0.03416341,0.91715976
0.99153489,0.03417304,0.91715976
0.99153131,0.03418268,0.91715976
0.99153119,0.03419232,0.91715976
0.99152946,0.03420195,0.91715976
0.99152523,0.03421159,0.91715976
0.99152440,0.03422123,0.91715976
0.99152386,0.03423087,0.91715976
0.99152172,0.03424050,0.91715976
0.99152160,0.03425014,0.91715976
0.99151868,0.03425978,0.91715976
0.99151731,0.03426941,0.91715976
0.99151689,0.03427905,0.91715976
0.99150956,0.03428869,0.91715976
0.99150771,0.03429833,0.91715976
0.99150705,0.03430796,0.91715976
0.99150372,0.03431760,0.91715976
0.99150038,0.03432724,0.91715976
0.99149978,0.03433687,0.91715976
0.99149764,0.03434651,0.91715976
0.99149740,0.03435615,0.91715976
0.99149591,0.03436578,0.91715976
0.99149281,0.03437542,0.91715976
0.99149156,0.03438506,0.91715976
0.99149132,0.03439470,0.91715976
0.99148881,0.03440433,0.91715976
0.99148798,0.03441397,0.91715976
0.99148679,0.03442361,0.91715976
0.99148673,0.03443324,0.91715976
0.99148601,0.03444288,0.91715976
0.99148595,0.03445252,0.91715976
0.99148452,0.03446216,0.91715976
0.99148369,0.03447179,0.91715976
0.99148309,0.03448143,0.91715976
0.99148226,0.03449107,0.91715976
0.99146760,0.03450070,0.91715976
0.99146724,0.03451034,0.91715976
0.99146259,0.03451998,0.91715976
0.99146175,0.03452961,0.91715976
0.99145824,0.03453925,0.91715976
0.99145758,0.03454889,0.91715976
0.99145639,0.03455853,0.91715976
0.99145383,0.03456816,0.91715976
0.99144894,0.03457780,0.91715976
0.99144864,0.03458744,0.91715976
0.99144781,0.03459707,0.91715976
0.99144512,0.03460671,0.91715976
0.99144465,0.03461635,0.91715976
0.99144316,0.03462599,0.91715976
0.99144214,0.03463562,0.91715976
0.99143648,0.03464526,0.91715976
0.99143589,0.03465490,0.91715976
0.99143529,0.03466453,0.91715976
0.99143505,0.03467417,0.91715976
0.99143147,0.03468381,0.91715976
0.99143124,0.03469344,0.91715976
0.99143040,0.03470308,0.91715976
0.99142838,0.03471272,0.91715976
0.99142826,0.03472236,0.91715976
0.99142396,0.03473199,0.91715976
0.99142367,0.03474163,0.91715976
0.99142247,0.03475127,0.91715976
0.99142188,0.03476090,0.91715976
0.99141508,0.03477054,0.91715976
0.99141312,0.03478982,0.91715976
0.99141300,0.03479945,0.91715976
0.99141037,0.03480909,0.91715976
0.99141026,0.03481873,0.91715976
0.99140924,0.03482836,0.91715976
0.99140656,0.03483800,0.91715976
0.99140352,0.03484764,0.91715976
0.99139869,0.03485728,0.91715976
0.99139750,0.03485728,0.91420118
0.99139589,0.03486691,0.91420118
0.99139547,0.03487655,0.91420118
0.99139273,0.03488619,0.91420118
0.99138981,0.03489582,0.91420118
0.99138713,0.03490546,0.91420118
0.99138451,0.03491510,0.91420118
0.99138403,0.03492473,0.91420118
0.99137902,0.03493437,0.91420118
0.99137789,0.03494401,0.91420118
0.99137759,0.03495365,0.91420118
0.99137390,0.03496328,0.91420118
0.99136901,0.03497292,0.91420118
0.99136865,0.03498256,0.91420118
0.99136794,0.03499219,0.91420118
0.99136651,0.03500183,0.91420118
0.99136549,0.03501147,0.91420118
0.99136496,0.03502111,0.91420118
0.99136168,0.03503074,0.91420118
0.99136019,0.03504038,0.91420118
0.99135709,0.03505002,0.91420118
0.99135667,0.03505965,0.91420118
0.99135602,0.03506929,0.91420118
0.99135506,0.03507893,0.91420118
0.99135405,0.03508856,0.91420118
0.99135393,0.03509820,0.91420118
0.99135339,0.03510784,0.91420118
0.99135280,0.03510784,0.91124260
0.99135196,0.03511748,0.91124260
0.99134427,0.03512711,0.91124260
0.99134338,0.03513675,0.91124260
0.99134135,0.03514639,0.91124260
0.99133992,0.03514639,0.90828402
0.99133849,0.03515602,0.90828402
0.99133199,0.03516566,0.90828402
0.99132729,0.03517530,0.90828402
0.99132705,0.03518494,0.90828402
0.99132407,0.03519457,0.90828402
0.99131489,0.03520421,0.90828402
0.99131441,0.03521385,0.90828402
0.99130309,0.03522348,0.90828402
0.99129570,0.03523312,0.90828402
0.99129415,0.03524276,0.90828402
0.99129236,0.03525239,0.90828402
0.99129122,0.03526203,0.90828402
0.99128783,0.03527167,0.90828402
0.99127978,0.03528131,0.90828402
0.99127841,0.03529094,0.90828402
0.99127579,0.03530058,0.90828402
0.99127460,0.03531022,0.90828402
0.99127358,0.03531985,0.90828402
0.99126899,0.03532949,0.90828402
0.99126619,0.03533913,0.90828402
0.99126494,0.03534877,0.90828402
0.99125475,0.03535840,0.90828402
0.99125367,0.03536804,0.90828402
0.99125177,0.03537768,0.90828402
0.99124992,0.03538731,0.90828402
0.99124658,0.03539695,0.90828402
0.99124616,0.03540659,0.90828402
0.99124151,0.03541622,0.90828402
0.99124074,0.03542586,0.90828402
0.99124032,0.03543550,0.90828402
0.99123818,0.03544514,0.90828402
0.99123812,0.03545477,0.90828402
0.99123645,0.03546441,0.90828402
0.99123549,0.03547405,0.90828402
0.99123335,0.03548368,0.90828402
0.99123293,0.03549332,0.90828402
0.99123085,0.03550296,0.90828402
0.99122775,0.03551260,0.90828402
0.99122751,0.03552223,0.90828402
0.99122626,0.03553187,0.90828402
0.99122417,0.03554151,0.90828402
0.99122292,0.03555114,0.90828402
0.99122262,0.03556078,0.90828402
0.99122155,0.03557042,0.90828402
0.99122119,0.03558006,0.90828402
0.99122095,0.03558969,0.90828402
0.99122083,0.03559933,0.90828402
0.99122018,0.03560897,0.90828402
0.99121726,0.03561860,0.90828402
0.99121344,0.03562824,0.90828402
