threshold,fpr,fnr
0.81643403,0.43127807,0.49112426
0.81643140,0.43128771,0.49112426
0.81640708,0.43129734,0.49112426
0.81639588,0.43130698,0.49112426
0.81639481,0.43131662,0.49112426
0.81638855,0.43132625,0.49112426
0.81638622,0.43134553,0.49112426
0.81638044,0.43135516,0.49112426
0.81637728,0.43136480,0.49112426
0.81636322,0.43137444,0.49112426
0.81635642,0.43138408,0.49112426
0.81635243,0.43139371,0.49112426
0.81633157,0.43140335,0.49112426
0.81633031,0.43141299,0.49112426
0.81632864,0.43142262,0.49112426
0.81632477,0.43143226,0.49112426
0.81632209,0.43144190,0.49112426
0.81631255,0.43145154,0.49112426
0.81631196,0.43146117,0.49112426
0.81630558,0.43147081,0.49112426
0.81630498,0.43148045,0.49112426
0.81630278,0.43149008,0.49112426
0.81629610,0.43149972,0.49112426
0.81629014,0.43150936,0.49112426
0.81627238,0.43151899,0.49112426
0.81626439,0.43152863,0.49112426
0.81622022,0.43153827,0.49112426
0.81621242,0.43154791,0.49112426
0.81620824,0.43155754,0.49112426
0.81619489,0.43156718,0.49112426
0.81618917,0.43157682,0.49112426
0.81618607,0.43158645,0.49112426
0.81618464,0.43159609,0.49112426
0.81618273,0.43160573,0.49112426
0.81617486,0.43161537,0.49112426
0.81614971,0.43162500,0.49112426
0.81614947,0.43163464,0.49112426
0.81614178,0.43164428,0.49112426
0.81613117,0.43165391,0.49112426
0.81612813,0.43166355,0.49112426
0.81611222,0.43167319,0.49112426
0.81610966,0.43168282,0.49112426
0.81609875,0.43169246,0.49112426
0.81609356,0.43170210,0.49112426
0.81609058,0.43171174,0.49112426
0.81607890,0.43172137,0.49112426
0.81606328,0.43173101,0.49112426
0.81604141,0.43174065,0.49112426
0.81603920,0.43175028,0.49112426
0.81602943,0.43175992,0.49112426
0.81602585,0.43176956,0.49112426
0.81602472,0.43177920,0.49112426
0.81599492,0.43178883,0.49112426
0.81599349,0.43179847,0.49112426
0.81597769,0.43180811,0.49112426
0.81597519,0.43181774,0.49112426
0.81597400,0.43182738,0.49112426
0.81597018,0.43183702,0.49112426
0.81596935,0.43184665,0.49112426
0.81595957,0.43185629,0.49112426
0.81595534,0.43186593,0.49112426
0.81593674,0.43187557,0.49112426
0.81592119,0.43189484,0.49112426
0.81591111,0.43190448,0.49112426
0.81588131,0.43191411,0.49112426
0.81586957,0.43192375,0.49112426
0.81586117,0.43193339,0.49112426
0.81585813,0.43194303,0.49112426
0.81584740,0.43195266,0.49112426
0.81584048,0.43196230,0.49112426
0.81583917,0.43197194,0.49112426
0.81582510,0.43198157,0.49112426
0.81582320,0.43199121,0.49112426
0.81582314,0.43200085,0.49112426
0.81580204,0.43201049,0.49112426
0.81579816,0.43202012,0.49112426
0.81579036,0.43202976,0.49112426
0.81578338,0.43203940,0.49112426
0.81576043,0.43204903,0.49112426
0.81575644,0.43205867,0.49112426
0.81575227,0.43206831,0.49112426
0.81574702,0.43207794,0.49112426
0.81573576,0.43208758,0.49112426
0.81572556,0.43209722,0.49112426
0.81572473,0.43210686,0.49112426
0.81571674,0.43211649,0.49112426
0.81567842,0.43212613,0.49112426
0.81567156,0.43213577,0.49112426
0.81567132,0.43214540,0.49112426
0.81566501,0.43215504,0.49112426
0.81564975,0.43216468,0.49112426
0.81564856,0.43217432,0.49112426
0.81564462,0.43218395,0.49112426
0.81563866,0.43219359,0.49112426
0.81563091,0.43220323,0.49112426
0.81562161,0.43221286,0.49112426
0.81561816,0.43222250,0.49112426
0.81561530,0.43223214,0.49112426
0.81561309,0.43224177,0.49112426
0.81560349,0.43225141,0.49112426
0.81560194,0.43226105,0.49112426
0.81560123,0.43227069,0.49112426
0.81559992,0.43228032,0.49112426
0.81559777,0.43228996,0.49112426
0.81559384,0.43229960,0.49112426
0.81558746,0.43230923,0.49112426
0.81557167,0.43231887,0.49112426
0.81557083,0.43232851,0.49112426
0.81556946,0.43233815,0.49112426
0.81556290,0.43233815,0.48816568
0.81556243,0.43234778,0.48816568
0.81556046,0.43235742,0.48816568
0.81553632,0.43236706,0.48816568
0.81553042,0.43237669,0.48816568
0.81552857,0.43238633,0.48816568
0.81550241,0.43239597,0.48816568
0.81549966,0.43240560,0.48816568
0.81548977,0.43241524,0.48816568
0.81548798,0.43242488,0.48816568
0.81547862,0.43243452,0.48816568
0.81546462,0.43244415,0.48816568
0.81546378,0.43245379,0.48816568
0.81542754,0.43246343,0.48816568
0.81542712,0.43247306,0.48816568
0.81542075,0.43248270,0.48816568
0.81540346,0.43249234,0.48816568
0.81539202,0.43250198,0.48816568
0.81537664,0.43251161,0.48816568
0.81535184,0.43252125,0.48816568
0.81534469,0.43253089,0.48816568
0.81534415,0.43254052,0.48816568
0.81534159,0.43255016,0.48816568
0.81534123,0.43255980,0.48816568
0.81530160,0.43256944,0.48816568
0.81529844,0.43257907,0.48816568
0.81528711,0.43258871,0.48816568
0.81528211,0.43259835,0.48816568
0.81528008,0.43260798,0.48816568
0.81527972,0.43261762,0.48816568
0.81527585,0.43262726,0.48816568
0.81527531,0.43263689,0.48816568
0.81526899,0.43264653,0.48816568
0.81525868,0.43265617,0.48816568
0.81525147,0.43266581,0.48816568
0.81524694,0.43267544,0.48816568
0.81524503,0.43268508,0.48816568
0.81522548,0.43270435,0.48816568
0.81520456,0.43271399,0.48816568
0.81519532,0.43272363,0.48816568
0.81518757,0.43273327,0.48816568
0.81517929,0.43274290,0.48816568
0.81517285,0.43275254,0.48816568
0.81516302,0.43276218,0.48816568
0.81516254,0.43277181,0.48816568
0.81515837,0.43279109,0.48816568
0.81515175,0.43280072,0.48816568
0.81514877,0.43281036,0.48816568
0.81510377,0.43282000,0.48816568
0.81508547,0.43282964,0.48816568
0.81507951,0.43283927,0.48816568
0.81506902,0.43284891,0.48816568
0.81505913,0.43285855,0.48816568
0.81505114,0.43286818,0.48816568
0.81504887,0.43287782,0.48816568
0.81504846,0.43288746,0.48816568
0.81503057,0.43289710,0.48816568
0.81500715,0.43290673,0.48816568
0.81497657,0.43291637,0.48816568
0.81496179,0.43292601,0.48816568
0.81495404,0.43293564,0.48816568
0.81495291,0.43294528,0.48816568
0.81493950,0.43295492,0.48816568
0.81491399,0.43296455,0.48816568
0.81491280,0.43297419,0.48816568
0.81491095,0.43298383,0.48816568
0.81490338,0.43299347,0.48816568
0.81489420,0.43300310,0.48816568
0.81488687,0.43301274,0.48816568
0.81488264,0.43302238,0.48816568
0.81484354,0.43303201,0.48816568
0.81484163,0.43304165,0.48816568
0.81483746,0.43305129,0.48816568
0.81483579,0.43306093,0.48816568
0.81482899,0.43307056,0.48816568
0.81480813,0.43308020,0.48816568
0.81477660,0.43308984,0.48816568
0.81477153,0.43309947,0.48816568
0.81477052,0.43310911,0.48816568
0.81476015,0.43311875,0.48816568
0.81475979,0.43312839,0.48816568
0.81473601,0.43313802,0.48816568
0.81470627,0.43314766,0.48816568
0.81470335,0.43315730,0.48816568
0.81469870,0.43316693,0.48816568
0.81469619,0.43316693,0.48520710
0.81469500,0.43317657,0.48520710
0.81469321,0.43318621,0.48520710
0.81469262,0.43319584,0.48520710
0.81468594,0.43320548,0.48520710
0.81468010,0.43321512,0.48520710
0.81466842,0.43322476,0.48520710
0.81466365,0.43323439,0.48520710
0.81465310,0.43324403,0.48520710
0.81464887,0.43325367,0.48520710
0.81462801,0.43326330,0.48520710
0.81462502,0.43327294,0.48520710
0.81461155,0.43328258,0.48520710
0.81460893,0.43329222,0.48520710
0.81460845,0.43330185,0.48520710
0.81460381,0.43331149,0.48520710
0.81460154,0.43332113,0.48520710
0.81459618,0.43333076,0.48520710
0.81457555,0.43334040,0.48520710
0.81456053,0.43335004,0.48520710
0.81454015,0.43335967,0.48520710
0.81452370,0.43336931,0.48520710
0.81452358,0.43337895,0.48520710
0.81451577,0.43338859,0.48520710
0.81451243,0.43339822,0.48520710
0.81451225,0.43340786,0.48520710
0.81447971,0.43341750,0.48520710
0.81447113,0.43342713,0.48520710
0.81447101,0.43343677,0.48520710
0.81446099,0.43344641,0.48520710
0.81446040,0.43345605,0.48520710
0.81444085,0.43346568,0.48520710
0.81444013,0.43347532,0.48520710
0.81443632,0.43348496,0.48520710
0.81442511,0.43349459,0.48520710
0.81441271,0.43350423,0.48520710
0.81440777,0.43351387,0.48520710
0.81440425,0.43352350,0.48520710
0.81440187,0.43353314,0.48520710
0.81438649,0.43354278,0.48520710
0.81438208,0.43355242,0.48520710
0.81437969,0.43356205,0.48520710
0.81435227,0.43357169,0.48520710
0.81434679,0.43358133,0.48520710
0.81433809,0.43359096,0.48520710
0.81432080,0.43360060,0.48520710
0.81430519,0.43361024,0.48520710
0.81430387,0.43361988,0.48520710
0.81428862,0.43362951,0.48520710
0.81428635,0.43363915,0.48520710
0.81428623,0.43364879,0.48520710
0.81428456,0.43365842,0.48520710
0.81426919,0.43366806,0.48520710
0.81425720,0.43367770,0.48520710
0.81424737,0.43368733,0.48520710
0.81424499,0.43369697,0.48520710
0.81423098,0.43370661,0.48520710
0.81422997,0.43371625,0.48520710
0.81421816,0.43372588,0.48520710
0.81421423,0.43373552,0.48520710
0.81420588,0.43374516,0.48520710
0.81417823,0.43375479,0.48520710
0.81417167,0.43376443,0.48520710
0.81416583,0.43377407,0.48520710
0.81415856,0.43378371,0.48520710
0.81415844,0.43379334,0.48520710
0.81415474,0.43380298,0.48520710
0.81414974,0.43381262,0.48520710
0.81414962,0.43382225,0.48520710
0.81414455,0.43383189,0.48520710
0.81412852,0.43384153,0.48520710
0.81410384,0.43385117,0.48520710
0.81409419,0.43386080,0.48520710
0.81409228,0.43387044,0.48520710
0.81409156,0.43388008,0.48520710
0.81407392,0.43388971,0.48520710
0.81406254,0.43389935,0.48520710
0.81405389,0.43390899,0.48520710
0.81404543,0.43391862,0.48520710
0.81402552,0.43392826,0.48520710
0.81402421,0.43393790,0.48520710
0.81402397,0.43394754,0.48520710
0.81402338,0.43395717,0.48520710
0.81402177,0.43396681,0.48520710
0.81401062,0.43397645,0.48520710
0.81399435,0.43398608,0.48520710
0.81398952,0.43399572,0.48520710
0.81397378,0.43400536,0.48520710
0.81397241,0.43401500,0.48520710
0.81397045,0.43402463,0.48520710
0.81396806,0.43403427,0.48520710
0.81396127,0.43404391,0.48520710
0.81395680,0.43405354,0.48520710
0.81395197,0.43406318,0.48520710
0.81394589,0.43407282,0.48520710
0.81394434,0.43408245,0.48520710
0.81394422,0.43409209,0.48520710
0.81391883,0.43410173,0.48520710
0.81391543,0.43411137,0.48520710
0.81391400,0.43412100,0.48520710
0.81391037,0.43413064,0.48520710
0.81389552,0.43414028,0.48520710
0.81389225,0.43414991,0.48520710
0.81388867,0.43415955,0.48520710
0.81387591,0.43416919,0.48520710
0.81387359,0.43417883,0.48520710
0.81387091,0.43418846,0.48520710
0.81385028,0.43419810,0.48520710
0.81384307,0.43420774,0.48520710
0.81382215,0.43421737,0.48520710
0.81381571,0.43422701,0.48520710
0.81379533,0.43423665,0.48520710
0.81378698,0.43424628,0.48520710
0.81378537,0.43425592,0.48520710
0.81376135,0.43426556,0.48520710
0.81375724,0.43427520,0.48520710
0.81373549,0.43428483,0.48520710
0.81373167,0.43429447,0.48520710
0.81370747,0.43430411,0.48520710
0.81370449,0.43431374,0.48520710
0.81370258,0.43432338,0.48520710
0.81369221,0.43433302,0.48520710
0.81368446,0.43434266,0.48520710
0.81366760,0.43435229,0.48520710
0.81365180,0.43436193,0.48520710
0.81363928,0.43437157,0.48520710
0.81360894,0.43438120,0.48520710
0.81360841,0.43439084,0.48520710
0.81358099,0.43440048,0.48520710
0.81358004,0.43441012,0.48520710
0.81357998,0.43441975,0.48520710
0.81356841,0.43442939,0.48520710
0.81356180,0.43443903,0.48520710
0.81356055,0.43444866,0.48520710
0.81356001,0.43445830,0.48520710
0.81354898,0.43446794,0.48520710
0.81354356,0.43447757,0.48520710
0.81353503,0.43448721,0.48520710
0.81352550,0.43449685,0.48520710
0.81351352,0.43450649,0.48520710
0.81350815,0.43451612,0.48520710
0.81348372,0.43452576,0.48520710
0.81347930,0.43453540,0.48520710
0.81345797,0.43454503,0.48520710
0.81344700,0.43455467,0.48520710
0.81344366,0.43456431,0.48520710
0.81343353,0.43457395,0.48520710
0.81342179,0.43458358,0.48520710
0.81341827,0.43459322,0.48520710
0.81340635,0.43460286,0.48520710
0.81340218,0.43461249,0.48520710
0.81339228,0.43462213,0.48520710
0.81338775,0.43463177,0.48520710
0.81338370,0.43464140,0.48520710
0.81337821,0.43465104,0.48520710
0.81336784,0.43466068,0.48520710
0.81336021,0.43467032,0.48520710
0.81335020,0.43467995,0.48520710
0.81332588,0.43468959,0.48520710
0.81331635,0.43469923,0.48520710
0.81329685,0.43470886,0.48520710
0.81329501,0.43471850,0.48520710
0.81329358,0.43472814,0.48520710
0.81328571,0.43473778,0.48520710
0.81327271,0.43474741,0.48520710
0.81325704,0.43475705,0.48520710
0.81325299,0.43476669,0.48520710
0.81325185,0.43477632,0.48520710
0.81324613,0.43478596,0.48520710
0.81319714,0.43479560,0.48520710
0.81319094,0.43480523,0.48520710
0.81317508,0.43481487,0.48520710
0.81316620,0.43482451,0.48520710
0.81315911,0.43483415,0.48520710
0.81315064,0.43484378,0.48520710
0.81314242,0.43485342,0.48520710
0.81313932,0.43486306,0.48520710
0.81313580,0.43487269,0.48520710
0.81313187,0.43488233,0.48520710
0.81312931,0.43489197,0.48520710
0.81312156,0.43490161,0.48520710
0.81309515,0.43491124,0.48520710
0.81309402,0.43492088,0.48520710
0.81308448,0.43493052,0.48520710
0.81306815,0.43494015,0.48520710
0.81305456,0.43494979,0.48520710
0.81302345,0.43495943,0.48520710
0.81300712,0.43496907,0.48520710
0.81300002,0.43497870,0.48520710
0.81297779,0.43498834,0.48520710
0.81297100,0.43499798,0.48520710
0.81296647,0.43500761,0.48520710
0.81296313,0.43501725,0.48520710
0.81294465,0.43502689,0.48520710
0.81294113,0.43503652,0.48520710
0.81293678,0.43504616,0.48520710
0.81293118,0.43505580,0.48520710
0.81293058,0.43506544,0.48520710
0.81292951,0.43507507,0.48520710
0.81292212,0.43508471,0.48520710
0.81292021,0.43509435,0.48520710
0.81291962,0.43510398,0.48520710
0.81291211,0.43511362,0.48520710
0.81291026,0.43512326,0.48520710
0.81290835,0.43513290,0.48520710
0.81290525,0.43514253,0.48520710
0.81287169,0.43515217,0.48520710
0.81287074,0.43516181,0.48520710
0.81285810,0.43517144,0.48520710
0.81285232,0.43518108,0.48520710
0.81284940,0.43519072,0.48520710
0.81282955,0.43520035,0.48520710
0.81282854,0.43520999,0.48520710
0.81280011,0.43521963,0.48520710
0.81279218,0.43522927,0.48520710
0.81278867,0.43523890,0.48520710
0.81278121,0.43524854,0.48520710
0.81277287,0.43525818,0.48520710
0.81276786,0.43526781,0.48520710
0.81276226,0.43527745,0.48520710
0.81276220,0.43528709,0.48520710
0.81275380,0.43529673,0.48520710
0.81275058,0.43530636,0.48520710
0.81274629,0.43531600,0.48520710
0.81273150,0.43532564,0.48520710
0.81272519,0.43533527,0.48520710
0.81272048,0.43534491,0.48520710
0.81271982,0.43535455,0.48520710
0.81271505,0.43536418,0.48520710
0.81270385,0.43537382,0.48520710
0.81268728,0.43538346,0.48520710
0.81267428,0.43539310,0.48520710
0.81266737,0.43540273,0.48520710
0.81264955,0.43541237,0.48520710
0.81264591,0.43542201,0.48520710
0.81261683,0.43543164,0.48520710
0.81260562,0.43544128,0.48520710
0.81258357,0.43545092,0.48520710
0.81257701,0.43546056,0.48520710
0.81256962,0.43547019,0.48520710
0.81255674,0.43547983,0.48520710
0.81255466,0.43548947,0.48520710
0.81254405,0.43549910,0.48520710
0.81253898,0.43550874,0.48520710
0.81252056,0.43551838,0.48520710
0.81251848,0.43552801,0.48520710
0.81250882,0.43553765,0.48520710
0.81250709,0.43554729,0.48520710
0.81250346,0.43555693,0.48520710
0.81249130,0.43556656,0.48520710
0.81247461,0.43557620,0.48520710
0.81247091,0.43558584,0.48520710
0.81246930,0.43559547,0.48520710
0.81246871,0.43560511,0.48520710
0.81246245,0.43561475,0.48520710
0.81244421,0.43562439,0.48520710
0.81244087,0.43563402,0.48520710
0.81244081,0.43564366,0.48520710
0.81242216,0.43565330,0.48520710
0.81242025,0.43566293,0.48520710
0.81241661,0.43567257,0.48520710
0.81240386,0.43568221,0.48520710
0.81239820,0.43569185,0.48520710
0.81239420,0.43570148,0.48520710
0.81236583,0.43571112,0.48520710
0.81235611,0.43572076,0.48520710
0.81235296,0.43573039,0.48520710
0.81233168,0.43574003,0.48520710
0.81232536,0.43574967,0.48520710
0.81232041,0.43575930,0.48520710
0.81231856,0.43576894,0.48520710
0.81231147,0.43577858,0.48520710
0.81229824,0.43578822,0.48520710
0.81228769,0.43579785,0.48520710
0.81228030,0.43580749,0.48520710
0.81225574,0.43581713,0.48520710
0.81225085,0.43582676,0.48520710
0.81223655,0.43583640,0.48520710
0.81223524,0.43584604,0.48520710
0.81222290,0.43585568,0.48520710
0.81220138,0.43586531,0.48520710
0.81220126,0.43587495,0.48520710
0.81220031,0.43588459,0.48520710
0.81219888,0.43589422,0.48520710
0.81219161,0.43590386,0.48520710
0.81218314,0.43591350,0.48520710
0.81217682,0.43592313,0.48520710
0.81217462,0.43593277,0.48520710
0.81216955,0.43594241,0.48520710
0.81216645,0.43595205,0.48520710
0.81216562,0.43596168,0.48520710
0.81216502,0.43597132,0.48520710
0.81215572,0.43598096,0.48520710
0.81215185,0.43599059,0.48520710
0.81214738,0.43600023,0.48520710
0.81214476,0.43600987,0.48520710
0.81213248,0.43601951,0.48520710
0.81213057,0.43602914,0.48520710
0.81212050,0.43603878,0.48520710
0.81208062,0.43604842,0.48520710
0.81207281,0.43605805,0.48520710
0.81206393,0.43606769,0.48520710
0.81205618,0.43607733,0.48520710
0.81203336,0.43608696,0.48520710
0.81202227,0.43609660,0.48520710
0.81202048,0.43610624,0.48520710
0.81201774,0.43611588,0.48520710
0.81201351,0.43612551,0.48520710
0.81200147,0.43613515,0.48520710
0.81198382,0.43614479,0.48520710
0.81198275,0.43615442,0.48520710
0.81197351,0.43616406,0.48520710
0.81195432,0.43617370,0.48520710
0.81194842,0.43618334,0.48520710
0.81193376,0.43619297,0.48520710
0.81192923,0.43620261,0.48520710
0.81192160,0.43621225,0.48520710
0.81189704,0.43622188,0.48520710
0.81189442,0.43624116,0.48520710
0.81188577,0.43625080,0.48520710
0.81188452,0.43626043,0.48520710
0.81187999,0.43627007,0.48520710
0.81186438,0.43627971,0.48520710
0.81186271,0.43628934,0.48520710
0.81185782,0.43629898,0.48520710
0.81185573,0.43630862,0.48520710
0.81185150,0.43631825,0.48520710
0.81185001,0.43632789,0.48520710
0.81183875,0.43633753,0.48520710
0.81183863,0.43634717,0.48520710
0.81182593,0.43635680,0.48520710
0.81182361,0.43636644,0.48520710
0.81182063,0.43637608,0.48520710
0.81181347,0.43638571,0.48520710
0.81178904,0.43639535,0.48520710
0.81176519,0.43640499,0.48520710
0.81176126,0.43641463,0.48520710
0.81176090,0.43642426,0.48520710
0.81172973,0.43643390,0.48520710
0.81172109,0.43644354,0.48520710
0.81171274,0.43645317,0.48520710
0.81170368,0.43646281,0.48520710
0.81169558,0.43647245,0.48520710
0.81168950,0.43648208,0.48520710
0.81167865,0.43649172,0.48520710
0.81167614,0.43650136,0.48520710
0.81166381,0.43651100,0.48520710
0.81165993,0.43652063,0.48520710
0.81165957,0.43653027,0.48520710
0.81165779,0.43653991,0.48520710
0.81165767,0.43654954,0.48520710
0.81164068,0.43655918,0.48520710
0.81160486,0.43656882,0.48520710
0.81160039,0.43657846,0.48520710
0.81158972,0.43658809,0.48520710
0.81158358,0.43659773,0.48520710
0.81152654,0.43660737,0.48520710
0.81151617,0.43661700,0.48520710
0.81151247,0.43662664,0.48520710
0.81150764,0.43663628,0.48520710
0.81149185,0.43664591,0.48520710
0.81148911,0.43665555,0.48520710
0.81148738,0.43666519,0.48520710
0.81147456,0.43667483,0.48520710
0.81147343,0.43668446,0.48520710
0.81147110,0.43669410,0.48520710
0.81145579,0.43670374,0.48520710
0.81144702,0.43671337,0.48520710
0.81144440,0.43672301,0.48520710
0.81143254,0.43673265,0.48520710
0.81141961,0.43674229,0.48520710
0.81141853,0.43675192,0.48520710
0.81140453,0.43676156,0.48520710
0.81139672,0.43677120,0.48520710
0.81139195,0.43678083,0.48520710
0.81139183,0.43679047,0.48520710
0.81138921,0.43680011,0.48520710
0.81138712,0.43680975,0.48520710
0.81137866,0.43681938,0.48520710
0.81136149,0.43682902,0.48520710
0.81135947,0.43683866,0.48520710
0.81135523,0.43684829,0.48520710
0.81135005,0.43685793,0.48520710
0.81134838,0.43686757,0.48520710
0.81133759,0.43687720,0.48520710
0.81133676,0.43688684,0.48520710
0.81133652,0.43689648,0.48520710
0.81133389,0.43690612,0.48520710
0.81131136,0.43691575,0.48520710
0.81129885,0.43692539,0.48520710
0.81129169,0.43693503,0.48520710
0.81127578,0.43694466,0.48520710
0.81126392,0.43696394,0.48520710
0.81125671,0.43697358,0.48520710
0.81125128,0.43698321,0.48520710
0.81124961,0.43699285,0.48520710
0.81124747,0.43700249,0.48520710
0.81124526,0.43701212,0.48520710
0.81122673,0.43702176,0.48520710
0.81121111,0.43703140,0.48520710
0.81121010,0.43704103,0.48520710
0.81120205,0.43705067,0.48520710
0.81120014,0.43706031,0.48520710
0.81119072,0.43706995,0.48520710
0.81118608,0.43707958,0.48520710
0.81118357,0.43708922,0.48520710
0.81117952,0.43709886,0.48520710
0.81113458,0.43710849,0.48520710
0.81111938,0.43711813,0.48520710
0.81111717,0.43712777,0.48520710
0.81111693,0.43713741,0.48520710
0.81111681,0.43714704,0.48520710
0.81110704,0.43715668,0.48520710
0.81110537,0.43716632,0.48520710
0.81109309,0.43717595,0.48520710
0.81108922,0.43718559,0.48520710
0.81107008,0.43719523,0.48520710
0.81106812,0.43720486,0.48520710
0.81106132,0.43721450,0.48520710
0.81105030,0.43722414,0.48520710
0.81104100,0.43723378,0.48520710
0.81102949,0.43724341,0.48520710
0.81102526,0.43725305,0.48520710
0.81102121,0.43726269,0.48520710
0.81101483,0.43727232,0.48520710
0.81100953,0.43728196,0.48520710
0.81100821,0.43729160,0.48520710
0.81098968,0.43730124,0.48520710
0.81098247,0.43731087,0.48520710
0.81097949,0.43732051,0.48520710
0.81096536,0.43733015,0.48520710
0.81096268,0.43733978,0.48520710
0.81095767,0.43734942,0.48520710
0.81095189,0.43735906,0.48520710
0.81094140,0.43736869,0.48520710
0.81093389,0.43737833,0.48520710
0.81093240,0.43738797,0.48520710
0.81092250,0.43738797,0.48224852
0.81091458,0.43739761,0.48224852
0.81091058,0.43740724,0.48224852
0.81089175,0.43741688,0.48224852
0.81088078,0.43742652,0.48224852
0.81087148,0.43743615,0.48224852
0.81085289,0.43744579,0.48224852
0.81085277,0.43745543,0.48224852
0.81085050,0.43746507,0.48224852
0.81085002,0.43747470,0.48224852
0.81084657,0.43748434,0.48224852
0.81081688,0.43749398,0.48224852
0.81081152,0.43750361,0.48224852
0.81079721,0.43751325,0.48224852
0.81079483,0.43752289,0.48224852
0.81079191,0.43753253,0.48224852
0.81079018,0.43754216,0.48224852
0.81078875,0.43754216,0.47928994
0.81078863,0.43755180,0.47928994
0.81078696,0.43756144,0.47928994
0.81076676,0.43757107,0.47928994
0.81075096,0.43758071,0.47928994
0.81074804,0.43759035,0.47928994
0.81074393,0.43759998,0.47928994
0.81073594,0.43761926,0.47928994
0.81073362,0.43762890,0.47928994
0.81073332,0.43763853,0.47928994
0.81072956,0.43764817,0.47928994
0.81072843,0.43765781,0.47928994
0.81071246,0.43766744,0.47928994
0.81069243,0.43767708,0.47928994
0.81068325,0.43768672,0.47928994
0.81068087,0.43769636,0.47928994
0.81067193,0.43770599,0.47928994
0.81065047,0.43771563,0.47928994
0.81064987,0.43772527,0.47928994
0.81064928,0.43773490,0.47928994
0.81064153,0.43774454,0.47928994
0.81062168,0.43775418,0.47928994
0.81061935,0.43776381,0.47928994
0.81061780,0.43777345,0.47928994
0.81061620,0.43778309,0.47928994
0.81060547,0.43779273,0.47928994
0.81059241,0.43780236,0.47928994
0.81058681,0.43781200,0.47928994
0.81058526,0.43782164,0.47928994
0.81058180,0.43783127,0.47928994
0.81057656,0.43784091,0.47928994
0.81055558,0.43785055,0.47928994
0.81055427,0.43786019,0.47928994
0.81054610,0.43786982,0.47928994
0.81052697,0.43787946,0.47928994
0.81049174,0.43788910,0.47928994
0.81047988,0.43789873,0.47928994
0.81047535,0.43790837,0.47928994
0.81046432,0.43791801,0.47928994
0.81046224,0.43792764,0.47928994
0.81046003,0.43793728,0.47928994
0.81045860,0.43794692,0.47928994
0.81045538,0.43795656,0.47928994
0.81045496,0.43797583,0.47928994
0.81045306,0.43798547,0.47928994
0.81042522,0.43799510,0.47928994
0.81042159,0.43800474,0.47928994
0.81041873,0.43801438,0.47928994
0.81041110,0.43802402,0.47928994
0.81040943,0.43803365,0.47928994
0.81040585,0.43804329,0.47928994
0.81040430,0.43805293,0.47928994
0.81039649,0.43806256,0.47928994
0.81034362,0.43807220,0.47928994
0.81034136,0.43808184,0.47928994
0.81034029,0.43809148,0.47928994
0.81033123,0.43810111,0.47928994
0.81032211,0.43811075,0.47928994
0.81032097,0.43812039,0.47928994
0.81030780,0.43813002,0.47928994
0.81028289,0.43813966,0.47928994
0.81028020,0.43814930,0.47928994
0.81027365,0.43815893,0.47928994
0.81027144,0.43816857,0.47928994
0.81026226,0.43817821,0.47928994
0.81025100,0.43818785,0.47928994
0.81024861,0.43819748,0.47928994
0.81022751,0.43820712,0.47928994
0.81022316,0.43821676,0.47928994
0.81021351,0.43822639,0.47928994
0.81020606,0.43822639,0.47633136
0.81020486,0.43823603,0.47633136
0.81018972,0.43824567,0.47633136
0.81018686,0.43825531,0.47633136
0.81018364,0.43826494,0.47633136
0.81017709,0.43827458,0.47633136
0.81017542,0.43828422,0.47633136
0.81017184,0.43829385,0.47633136
0.81017137,0.43830349,0.47633136
0.81015730,0.43831313,0.47633136
0.81014228,0.43832276,0.47633136
0.81013948,0.43833240,0.47633136
0.81013161,0.43834204,0.47633136
0.81012654,0.43835168,0.47633136
0.81011748,0.43836131,0.47633136
0.81011581,0.43837095,0.47633136
0.81011325,0.43838059,0.47633136
0.81010860,0.43839022,0.47633136
0.81010735,0.43839986,0.47633136
0.81010514,0.43840950,0.47633136
0.81010419,0.43841914,0.47633136
0.81010139,0.43842877,0.47633136
0.81009531,0.43843841,0.47633136
0.81009418,0.43844805,0.47633136
0.81007993,0.43845768,0.47633136
0.81007195,0.43846732,0.47633136
0.81006837,0.43847696,0.47633136
0.81006289,0.43848659,0.47633136
0.81004524,0.43849623,0.47633136
0.81003439,0.43850587,0.47633136
0.81002915,0.43851551,0.47633136
0.81002891,0.43852514,0.47633136
0.81001729,0.43853478,0.47633136
0.80998796,0.43854442,0.47633136
0.80995727,0.43855405,0.47633136
0.80995393,0.43856369,0.47633136
0.80995131,0.43857333,0.47633136
0.80994940,0.43858297,0.47633136
0.80994302,0.43859260,0.47633136
0.80994236,0.43860224,0.47633136
0.80994070,0.43861188,0.47633136
0.80991727,0.43862151,0.47633136
0.80989683,0.43863115,0.47633136
0.80989659,0.43864079,0.47633136
0.80988252,0.43865042,0.47633136
0.80987203,0.43866006,0.47633136
0.80987108,0.43866970,0.47633136
0.80986387,0.43867934,0.47633136
0.80986381,0.43868897,0.47633136
0.80985749,0.43869861,0.47633136
0.80984616,0.43870825,0.47633136
0.80984551,0.43871788,0.47633136
0.80984169,0.43872752,0.47633136
0.80983949,0.43873716,0.47633136
0.80983531,0.43874680,0.47633136
0.80982757,0.43875643,0.47633136
0.80981380,0.43876607,0.47633136
0.80980194,0.43877571,0.47633136
0.80978841,0.43878534,0.47633136
